comparison	element	configuration	system	epsilon	status	left_min_volume	left_bulk_modulus_ev_ang3	left_bulk_deriv	right_min_volume	right_bulk_modulus_ev_ang3	right_bulk_deriv
total_original	Ac	X/BCC	Ac-X/BCC		missing_fit						
total_original	Ac	X/Diamond	Ac-X/Diamond		missing_fit						
total_original	Ac	X/FCC	Ac-X/FCC		missing_fit						
total_original	Ac	X/SC	Ac-X/SC		missing_fit						
total_original	Ag	X/BCC	Ag-X/BCC	0.196482673665	ok	17.9210263284	0.560767903631	5.92630429481	17.9778249599	0.552066551226	5.86523146712
total_original	Ag	X/Diamond	Ag-X/Diamond	0.345690196625	ok	60.4640006494	0.187142125042	5.66627603751	60.1334059975	0.187929274477	5.66309450006
total_original	Ag	X/FCC	Ag-X/FCC	0.151614094391	ok	17.7921412166	0.575049271097	5.82582228474	17.8329891177	0.564618268161	6.22442172032
total_original	Ag	X/SC	Ag-X/SC	0.0278405045526	ok	20.815552616	0.417799049309	5.78705194839	20.8061686576	0.418066862939	5.82525519145
total_original	Al	X/BCC	Al-X/BCC	0.251098703183	ok	16.8563757717	0.436936600002	4.36449495548	16.9227328574	0.427036641281	4.57133766626
total_original	Al	X/Diamond	Al-X/Diamond	0.0242653983025	ok	55.2358323355	0.23030533002	4.12950312109	55.250152233	0.232513897835	4.15720379919
total_original	Al	X/FCC	Al-X/FCC	0.186028917935	ok	16.4430276355	0.489083853362	4.51415195293	16.4905519192	0.483883449085	4.67887448918
total_original	Al	X/SC	Al-X/SC	0.135323098863	ok	20.1144746808	0.352744221615	4.32804151817	20.155814648	0.35163342349	4.52188945655
total_original	Am	X/BCC	Am-X/BCC		missing_fit						
total_original	Am	X/Diamond	Am-X/Diamond		missing_fit						
total_original	Am	X/FCC	Am-X/FCC		missing_fit						
total_original	Am	X/SC	Am-X/SC		missing_fit						
total_original	Ar	X/BCC	Ar-X/BCC	1.56667461149	ok	51.3477202669	0.00491959855483	7.54838961101	53.3594836038	0.00442904414552	7.30835782823
total_original	Ar	X/Diamond	Ar-X/Diamond	1.31583255164	ok	191.806777453	0.00154433378353	7.73420496032	197.148459332	0.00133501630848	7.61559803032
total_original	Ar	X/FCC	Ar-X/FCC	1.66461204383	ok	49.9610678039	0.00543296982057	7.71231893789	52.2980276564	0.00473510730741	7.06169776254
total_original	Ar	X/SC	Ar-X/SC	1.45249869049	ok	63.1116230416	0.00359444472452	7.77293488309	65.232822129	0.00301227095764	7.668672533
total_original	As	X/BCC	As-X/BCC	0.241871874557	ok	18.9790311695	0.515346238013	4.30377072989	19.0535633281	0.507548888936	4.07619183658
total_original	As	X/Diamond	As-X/Diamond	0.0266816203754	ok	57.0422897638	0.294123101456	3.77941816638	57.0339084176	0.289515677749	3.78592142643
total_original	As	X/FCC	As-X/FCC	0.277132313666	ok	19.2323376629	0.502599356073	4.300088955	19.3191118393	0.493770845256	4.03576412264
total_original	As	X/SC	As-X/SC	0.0436861201786	ok	20.364360537	0.493956993296	4.37188712035	20.3719068492	0.479878471345	3.95696386044
total_original	At	X/BCC	At-X/BCC	0.417213362985	ok	40.2603123143	0.14396038193	5.8940729933	39.9961521547	0.144702176191	5.67060691309
total_original	At	X/Diamond	At-X/Diamond	0.293472628125	ok	134.394709703	0.0681447985962	5.55754221856	133.77943108	0.0685741856606	5.38984460166
total_original	At	X/FCC	At-X/FCC	0.47511773714	ok	39.3159350677	0.147640675352	5.95478841812	39.0200472913	0.148737610527	5.70531791533
total_original	At	X/SC	At-X/SC	0.114964159623	ok	46.2040396526	0.140277004178	5.87376618785	46.128085617	0.138621483114	5.69666051705
total_original	Au	X/BCC	Au-X/BCC	1.41879408273	ok	18.6018421768	0.810008612639	6.04276839456	18.0333562748	0.849514368203	6.58424417361
total_original	Au	X/Diamond	Au-X/Diamond	1.62942781648	ok	61.1025765026	0.305944182258	5.89479932151	58.5317221262	0.329421476388	5.86615546435
total_original	Au	X/FCC	Au-X/FCC	1.40906889041	ok	18.5306783312	0.830792287536	5.95258089327	17.973037058	0.865994658529	6.22594194972
total_original	Au	X/SC	Au-X/SC	1.47540985033	ok	21.475800659	0.633568014283	5.55431235145	20.7670874102	0.661296045405	5.58429779781
total_original	B	X/BCC	B-X/BCC	0.0925522509759	ok	6.14547329789	1.43153704239	4.74734904235	6.13643218111	1.43057166767	4.83801428456
total_original	B	X/Diamond	B-X/Diamond	0.266270754503	ok	16.5551175158	1.09463761093	3.55619024144	16.6237624491	1.10494527616	3.5599610949
total_original	B	X/FCC	B-X/FCC	0.0570480754543	ok	5.89306383875	1.69726810706	3.97753432976	5.88827980062	1.69835575874	3.76379805386
total_original	B	X/SC	B-X/SC	0.111378759529	ok	6.68762106445	1.45214635425	3.67020150087	6.69908809776	1.44850244261	3.7543902177
total_original	Ba	X/BCC	Ba-X/BCC	0.908700756539	ok	64.2849860253	0.0551163723236	3.03321944631	63.2834987628	0.0542613457789	2.86851087083
total_original	Ba	X/Diamond	Ba-X/Diamond	1.89674562563	ok	123.715889533	0.0366934229373	8.22362939009	113.055425222	0.0516261373904	7.98330907317
total_original	Ba	X/FCC	Ba-X/FCC	0.998383587368	ok	65.2383043772	0.051343017691	2.66823173332	64.0906271938	0.0504415420701	2.51649778474
total_original	Ba	X/SC	Ba-X/SC	1.41686732195	ok	63.4912162963	0.0475037206305	3.74163769263	61.5745582021	0.0457161264618	3.59340986728
total_original	Be	X/BCC	Be-X/BCC	0.0946805990736	ok	7.82520198235	0.746720746128	3.53292772798	7.81560761829	0.776258122286	3.30332073769
total_original	Be	X/Diamond	Be-X/Diamond	0.508469109559	ok	29.6180245093	0.266927196094	3.34673283931	29.3741163306	0.273524365722	3.44540629219
total_original	Be	X/FCC	Be-X/FCC		missing_fit						
total_original	Be	X/SC	Be-X/SC	0.379975510172	ok	10.3315242654	0.456032005475	3.32840008171	10.2702531401	0.470541310737	2.97830338254
total_original	Bi	X/BCC	Bi-X/BCC	0.178108415775	ok	31.7080663573	0.333097946073	4.6562015542	31.6231968	0.3254664085	4.8011815377
total_original	Bi	X/Diamond	Bi-X/Diamond	0.475116983441	ok	97.6310352791	0.177495525471	4.3356178987	96.8876438527	0.179069025243	4.35293463645
total_original	Bi	X/FCC	Bi-X/FCC	0.125719206674	ok	31.8555390686	0.331113918162	4.60186644334	31.7980884655	0.321306983515	4.8869023054
total_original	Bi	X/SC	Bi-X/SC	0.20684934745	ok	35.3080596122	0.293828227234	4.69295298109	35.1984443379	0.288218411697	4.66455935232
total_original	Bk	X/BCC	Bk-X/BCC		missing_fit						
total_original	Bk	X/Diamond	Bk-X/Diamond		missing_fit						
total_original	Bk	X/FCC	Bk-X/FCC		missing_fit						
total_original	Bk	X/SC	Bk-X/SC		missing_fit						
total_original	Br	X/BCC	Br-X/BCC	0.369003542844	ok	26.9399827028	0.169658542014	5.45117276045	26.7791145759	0.174002000778	5.57018005856
total_original	Br	X/Diamond	Br-X/Diamond	0.0540285675332	ok	86.1405679882	0.090421633583	5.19157692496	86.1538438092	0.0935791160021	5.19176864288
total_original	Br	X/FCC	Br-X/FCC	0.481585041769	ok	26.6222563449	0.165244727218	5.46808865805	26.4125456201	0.17230953183	5.55801838991
total_original	Br	X/SC	Br-X/SC	0.192196614463	ok	29.7329497892	0.180234278344	5.55774225609	29.8209881117	0.181509368894	5.58343084972
total_original	C	X/BCC	C-X/BCC	1.01166407008	ok	6.8095588776	1.08055671949	4.23034770052	6.68579371166	1.13573682857	4.29047864176
total_original	C	X/Diamond	C-X/Diamond	0.079869309244	ok	11.3813515287	2.67655065168	3.71202415809	11.3943915946	2.7106446325	3.759464077
total_original	C	X/FCC	C-X/FCC		missing_fit						
total_original	C	X/SC	C-X/SC	0.351606417622	ok	5.61444720424	1.99265331755	4.12984392828	5.58504058357	2.03830485219	3.13104673521
total_original	Ca	X/BCC	Ca-X/BCC	1.34340167893	ok	43.3278715926	0.10846171329	3.03834189815	42.1433054788	0.103527284392	2.74720339584
total_original	Ca	X/Diamond	Ca-X/Diamond	1.09537524562	ok	163.18429442	0.0256331297399	3.24824785094	159.932838315	0.0258139832462	2.73140833073
total_original	Ca	X/FCC	Ca-X/FCC	1.15617080684	ok	43.1203146683	0.108575016303	3.44421761258	42.1886379135	0.108450216511	3.26445951636
total_original	Ca	X/SC	Ca-X/SC	1.70593902063	ok	45.8231371958	0.0655307209427	3.3720948016	43.576945391	0.0672238747333	3.19131350455
total_original	Cd	X/BCC	Cd-X/BCC	0.258279505714	ok	23.5089986898	0.227051960851	6.45517643862	23.4172365599	0.22463242949	6.24458030026
total_original	Cd	X/Diamond	Cd-X/Diamond	0.394414578776	ok	75.3525544248	0.0912492937799	6.34097118051	74.8846919881	0.089389231278	6.65451740809
total_original	Cd	X/FCC	Cd-X/FCC	0.282362459238	ok	22.937950992	0.264887587469	5.98243968756	22.8354405373	0.263426031089	6.18067347132
total_original	Cd	X/SC	Cd-X/SC	0.322634757448	ok	27.040641297	0.190989879143	5.88839154919	26.898952783	0.187302480034	6.72703363848
total_original	Ce	X/BCC	Ce-X/BCC		missing_fit						
